GOLD        LANL SESAME # 2700 DATED: 81678 101582
    51     7.90000000E+01 1.96967000E+02 1.93000000E+01    4772
 1.01000000E+02 2.30000000E+01 0.00000000E+00 1.50781250E-01 2.87685800E-01
 4.24600000E-01 8.15425000E-01 1.20625000E+00 1.99433269E+00 2.78242310E+00
 3.57050000E+00 5.21100000E+00 6.75500000E+00 8.20250000E+00 9.65000000E+00
 1.07821226E+01 1.20625000E+01 1.34027769E+01 1.40875911E+01 1.54400000E+01
 1.66379317E+01 1.77064222E+01 1.87378643E+01 1.93000000E+01 1.94949493E+01
 1.97948713E+01 2.05319190E+01 2.13259596E+01 2.21839025E+01 2.31137765E+01
 2.41250000E+01 2.52287477E+01 2.64383559E+01 2.77697857E+01 2.92424336E+01
 3.08800000E+01 3.23825436E+01 3.31615109E+01 3.39788659E+01 3.48375422E+01
 3.57407436E+01 3.66920213E+01 3.76953125E+01 3.86000000E+01 3.98760388E+01
 4.10638380E+01 4.23245526E+01 4.36651499E+01 4.50934657E+01 4.66183587E+01
 4.82500000E+01 5.18817196E+01 5.39106128E+01 5.61046561E+01 5.84848479E+01
 6.10759501E+01 6.39072794E+01 6.72473953E+01 7.06959772E+01 7.45173772E+01
 7.72000000E+01 8.10924433E+01 8.61607198E+01 8.89400935E+01 9.19047665E+01
 9.65000000E+01 1.02116397E+02 1.06043966E+02 1.10285720E+02 1.20625000E+02
 1.25324666E+02 1.37857140E+02 1.54400000E+02 1.72321420E+02 1.93000000E+02
 2.12087893E+02 2.29761868E+02 2.50649293E+02 2.75714203E+02 3.06349286E+02
 3.44642802E+02 3.86000000E+02 4.59523736E+02 5.51428599E+02 6.89285797E+02
 9.65000000E+02 1.37857140E+03 1.93000000E+03 2.41250000E+03 3.21666731E+03
 3.86000000E+03 5.30750000E+03 6.70675000E+03 8.15425000E+03 9.65000000E+03
 1.18019500E+04 1.40407500E+04 1.71963000E+04 1.93000000E+04 3.86000000E+04
 9.65000000E+04 1.93000000E+05 3.86000000E+05 0.00000000E+00 2.49996769E-05
 4.99993537E-05 9.99987075E-05 1.99997415E-04 4.99993537E-04 6.99990952E-04
 9.99987075E-04 1.99997415E-03 4.99993537E-03 9.99987075E-03 1.99997415E-02
 4.99993537E-02 9.99987075E-02 1.99997415E-01 2.99996122E-01 4.99993537E-01
 9.99987075E-01 1.99997415E+00 4.99993537E+00 9.99987075E+00 1.99997415E+01
 3.19995864E+01 0.00000000E+00 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11
 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11
 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11
 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11 -1.12498146E+11
 -1.12498146E+11 -4.54896631E+10 0.00000000E+00 1.73116764E+10 4.54572964E+10
 1.22650954E+11 2.19138071E+11 3.39750781E+11 4.90685227E+11 6.79950866E+11
 9.17999488E+11 1.21859645E+12 1.60003488E+12 2.08575052E+12 2.70333165E+12
 3.34953894E+12 3.71567565E+12 4.12335468E+12 4.57811740E+12 5.08636235E+12
 5.65552609E+12 6.29427480E+12 6.90479872E+12 7.82287324E+12 8.73874441E+12
 9.77689102E+12 1.09572203E+13 1.23033550E+13 1.38437046E+13 1.56126474E+13
 2.00127437E+13 2.27578099E+13 2.59651781E+13 2.97322799E+13 3.41819780E+13
 3.94704929E+13 4.62968317E+13 5.40299882E+13 6.34343495E+13 7.05731104E+13
 8.17368369E+13 9.77359201E+13 1.07227727E+14 1.17923514E+14 1.35686799E+14
 1.59392118E+14 1.77299597E+14 1.97890525E+14 2.53644318E+14 2.81649753E+14
 3.64686366E+14 4.93436008E+14 6.58332423E+14 8.82534064E+14 1.12268583E+15
 1.37414109E+15 1.70810784E+15 2.16247261E+15 2.79873689E+15 3.72164107E+15
 4.88046898E+15 7.36412537E+15 1.12450041E+16 1.87114008E+16 3.96483811E+16
 8.61391088E+16 1.76062417E+17 2.80492220E+17 5.06646552E+17 7.33282819E+17
 1.38662465E+18 2.19991245E+18 3.22166308E+18 4.46337095E+18 6.56924342E+18
 9.14539875E+18 1.34164187E+19 1.66649082E+19 6.01634716E+19 3.15246176E+20
 1.07738076E+21 3.59663836E+21 0.00000000E+00 -1.00428395E+11 -1.00428395E+11
 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11
 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11
 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11 -1.00428395E+11
 -1.00428395E+11 -1.00428395E+11 -3.29431559E+10 1.26852815E+10 2.99706845E+10
 5.80744744E+10 1.35165655E+11 2.31532240E+11 3.52011982E+11 5.02793299E+11
 6.91884928E+11 9.29739618E+11 1.23011683E+12 1.61130730E+12 2.09674362E+12
 2.71401007E+12 3.35992761E+12 3.72591664E+12 4.13343826E+12 4.58803724E+12
