21 by 21 from 1s to 5d+
   0.310000000   0.026842707   0.004873751   0.004638811   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000
   0.687354045   0.276082688   0.273158214   0.266339320   0.059838473   0.013607666   0.013520692   0.001290032   0.001125281   0.006776679   0.000433466   0.000226075   0.000701098   0.000612323   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000
   0.922154487   0.326325741   0.346548274   0.325739553   0.071461377   0.023271392   0.022907262   0.006088699   0.002486210   0.021476946   0.009807314   0.009547848   0.001396177   0.001239132   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000
   0.931159453   0.326402991   0.366835719   0.346801113   0.090300821   0.047864774   0.040884531   0.008300547   0.007629461   0.023537227   0.015806292   0.012558737   0.002596255   0.002225144   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000   0.000000000
   0.931162572   0.577443566   0.565395778   0.565113042   0.274537241   0.274040282   0.253587572   0.175192795   0.174976406   0.071834785   0.032257659   0.028465570   0.003118629   0.002734969   0.003007605   0.002685034   0.010507048   0.003836437   0.002353849   0.000000000   0.000000000
   0.944594757   0.802643057   0.744282269   0.732800189   0.286026767   0.313099453   0.266504883   0.313888550   0.313640639   0.079570130   0.035986687   0.023966047   0.020664245   0.016674700   0.005362620   0.004162454   0.019018792   0.011431069   0.010722176   0.000000000   0.000000000
   0.946205339   0.857747381   0.746626982   0.739522237   0.291604670   0.358014085   0.311960865   0.329174806   0.321752336   0.091569906   0.039760294   0.028122634   0.022551149   0.021411651   0.007285613   0.007080309   0.025214765   0.032828744   0.016105169   0.000000000   0.000000000
   0.991803860   0.986342968   0.943186671   0.935563016   0.482185854   0.316149550   0.314371228   0.374962522   0.371988782   0.092568275   0.085481573   0.061080858   0.041641974   0.032507465   0.014328449   0.010138520   0.045097994   0.020546259   0.013162191   0.005698233   0.005040259
   0.995148194   0.991468905   0.945304540   0.937539594   0.487335792   0.330501012   0.317032080   0.385432840   0.376505595   0.096646952   0.093654814   0.085402035   0.044772297   0.043081091   0.035325001   0.031761661   0.080243541   0.047495940   0.043044071   0.010143107   0.006025472
   0.946210631   0.809161163   0.776380808   0.728220388   0.573596051   0.573581895   0.501607459   0.625282921   0.600556761   0.301893164   0.217470734   0.198108822   0.193773086   0.182372245   0.119115621   0.113946359   0.053657671   0.035403992   0.018620716   0.020316823   0.023885240
   0.960713281   0.909644891   0.898198637   0.821484549   0.677495784   0.660517498   0.632319505   0.651145944   0.636112698   0.302748643   0.332135227   0.279382567   0.270004071   0.264207667   0.236265315   0.230167759   0.063881735   0.059108067   0.044883009   0.062672911   0.064447275
   0.961982045   0.923262419   0.903372634   0.823412448   0.704187750   0.721692148   0.661576753   0.695897246   0.679703471   0.311613304   0.346999157   0.317450756   0.273120789   0.266487984   0.262194541   0.247328345   0.081908036   0.076144131   0.070393515   0.063184753   0.060576262
   0.983307399   0.970650075   0.966158407   0.960032604   0.948709753   0.922372544   0.898504896   0.725243905   0.701233751   0.447955161   0.338928253   0.317198253   0.340266347   0.332231120   0.276785255   0.255357494   0.111448305   0.080698237   0.053867676   0.053619947   0.049710367
   0.987483713   0.979269438   0.975107975   0.974309359   0.959582302   0.927195690   0.906760193   0.727377005   0.702986339   0.463023308   0.348032752   0.334389020   0.354915196   0.341973189   0.294363733   0.280389063   0.192517499   0.125444724   0.103158195   0.053332761   0.055794819
   0.991359705   0.965244520   0.973299790   0.967704291   0.960048561   0.958627166   0.957765331   0.945581047   0.953574118   0.517379304   0.448176973   0.423541374   0.421218998   0.406358478   0.370312345   0.364579556   0.082283614   0.073050542   0.052792480   0.081921263   0.079199383
   0.995870322   0.990794909   0.973949107   0.971104298   0.963252846   0.982884821   0.964237133   0.946029627   0.963010961   0.566322297   0.462683734   0.440268651   0.441648058   0.414475504   0.386315930   0.370924054   0.086569312   0.081884922   0.080961255   0.086557938   0.078961919
   0.965526841   0.953852091   0.892633532   0.845962729   0.836597634   0.712495300   0.662735901   0.688440146   0.635962000   0.490625529   0.598786721   0.567349185   0.553821912   0.435665602   0.689459611   0.648142988   0.298852423   0.336597648   0.318966943   0.260497724   0.191368405
   0.992639368   0.987704769   0.881410734   0.872450416   0.853007708   0.752635392   0.818444389   0.764568422   0.725378386   0.507460074   0.582875093   0.603455058   0.621961168   0.565777205   0.708975157   0.673559303   0.206857234   0.325066532   0.235273779   0.263124722   0.228137861
   0.996252612   0.989250888   0.964836117   0.880490572   0.862305546   0.838666027   0.852088552   0.797660940   0.728923837   0.514169967   0.658522205   0.639552119   0.673511358   0.607984982   0.732675168   0.676469600   0.243956157   0.401178682   0.318170986   0.349608938   0.277528146
   0.998694868   0.998696542   0.996618355   0.997659779   0.993988634   0.998074476   0.995175620   0.849317686   0.779697751   0.719390905   0.683299351   0.665276955   0.698241131   0.738236248   0.688804673   0.647287202   0.404121486   0.321474144   0.274622289   0.338030674   0.290420290
   0.991487006   0.996399558   0.995651859   0.996174886   0.994601741   0.999513892   0.994651528   0.870591940   0.758325128   0.742727749   0.725607442   0.708327010   0.720023448   0.731014917   0.706274978   0.657118499   0.487614085   0.371057631   0.346310501   0.394530086   0.340560880
