POLYSTYRENE LANL SESAME #7590 DATED: 10576 101582
     32     3.50000000E+00 6.51000000E+00 1.04400000E+00    4772
  1.01000000E+02 2.30000000E+01 0.00000000E+00 8.15625000E-03 1.55618640E-02
  2.29680000E-02 4.41090000E-02 6.52500000E-02 1.07879965E-01 1.50510348E-01
  1.93140000E-01 2.81880000E-01 3.65400000E-01 4.43700000E-01 5.22000000E-01
  5.83240205E-01 6.52500000E-01 7.24999954E-01 7.62043788E-01 8.35200000E-01
  9.00000036E-01 9.57798173E-01 1.01359225E+00 1.04400000E+00 1.05454544E+00
  1.07076920E+00 1.11063852E+00 1.15359077E+00 1.19999970E+00 1.25029962E+00
  1.30500000E+00 1.36470532E+00 1.43013697E+00 1.50215836E+00 1.58181869E+00
  1.67040000E+00 1.75167749E+00 1.79381437E+00 1.83802777E+00 1.88447638E+00
  1.93333349E+00 1.98479120E+00 2.03906250E+00 2.08800000E+00 2.15702510E+00
  2.22127704E+00 2.28947321E+00 2.36199049E+00 2.43925276E+00 2.52173920E+00
  2.61000000E+00 2.80645157E+00 2.91620102E+00 3.03488399E+00 3.16363633E+00
  3.30379751E+00 3.45695335E+00 3.63763112E+00 3.82417618E+00 4.03088818E+00
  4.17600000E+00 4.38655496E+00 4.66071458E+00 4.81105998E+00 4.97142882E+00
  5.22000000E+00 5.52380922E+00 5.73626426E+00 5.96571458E+00 6.52500000E+00
  6.77922026E+00 7.45714271E+00 8.35200000E+00 9.32142812E+00 1.04400000E+01
  1.14725264E+01 1.24285694E+01 1.35584384E+01 1.49142812E+01 1.65714329E+01
  1.86428542E+01 2.08800000E+01 2.48571389E+01 2.98285729E+01 3.72857188E+01
  5.22000000E+01 7.45714271E+01 1.04400000E+02 1.30500000E+02 1.74000035E+02
  2.08800000E+02 2.87100000E+02 3.62790000E+02 4.41090000E+02 5.22000000E+02
  6.38406000E+02 7.59510000E+02 9.30204000E+02 1.04400000E+03 2.08800000E+03
  5.22000000E+03 1.04400000E+04 2.08800000E+04 0.00000000E+00 2.49996769E-05
  4.99993537E-05 9.99987075E-05 1.99997415E-04 4.99993537E-04 6.99990952E-04
  9.99987075E-04 1.99997415E-03 4.99993537E-03 9.99987075E-03 1.99997415E-02
  4.99993537E-02 9.99987075E-02 1.99997415E-01 2.99996122E-01 4.99993537E-01
  9.99987075E-01 1.99997415E+00 4.99993537E+00 9.99987075E+00 1.99997415E+01
  3.19995864E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
  0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
  0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
  0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
  0.00000000E+00 0.00000000E+00 0.00000000E+00 3.89264043E+08 1.04938420E+09
  2.91866150E+09 5.43804737E+09 8.80545231E+09 1.31491562E+10 1.88521470E+10
  2.64026624E+10 3.63115741E+10 4.92912586E+10 6.64538227E+10 8.92464800E+10
  1.13809464E+11 1.28018685E+11 1.44283101E+11 1.61979593E+11 1.88338440E+11
  2.04889400E+11 2.04889400E+11 2.04889400E+11 2.04889400E+11 2.05969103E+11
  2.43983689E+11 2.93741784E+11 3.39785244E+11 3.91786576E+11 4.55240943E+11
  6.17702913E+11 7.19944862E+11 8.41488867E+11 9.89919577E+11 1.16730155E+12
  1.38365761E+12 1.66188565E+12 1.98841248E+12 2.38573190E+12 2.67741055E+12
  3.12082839E+12 3.73923637E+12 4.10059339E+12 4.50520975E+12 5.17500000E+12
